86eightysix,https://yenpress.com/titles/9781975369743-86-eighty-six-vol-8,Yen Press,86--EIGHTY-SIX,8,Audio,9781975369743,2024-03-12
86eightysix,https://yenpress.com/titles/9781975399627-86-eighty-six-vol-9,Yen Press,86--EIGHTY-SIX,9,Audio,9781975399627,2024-06-11
86eightysix,https://yenpress.com/titles/9781975399634-86-eighty-six-vol-10,Yen Press,86--EIGHTY-SIX,10,Audio,9781975399634,2024-09-10
86eightysix,https://yenpress.com/titles/9781975399641-86-eighty-six-vol-11,Yen Press,86--EIGHTY-SIX,11,Audio,9781975399641,2024-12-10
86eightysix,https://yenpress.com/titles/9781975303136-86-eighty-six-vol-1-light-novel,Yen Press,86--EIGHTY-SIX,1,Digital,9781975303136,2019-03-26
86eightysix,https://yenpress.com/titles/9781975303150-86-eighty-six-vol-2-light-novel,Yen Press,86--EIGHTY-SIX,2,Digital,9781975303150,2019-07-23
86eightysix,https://yenpress.com/titles/9781975303105-86-eighty-six-vol-3-light-novel,Yen Press,86--EIGHTY-SIX,3,Digital,9781975303105,2019-11-19
86eightysix,https://yenpress.com/titles/9781975303174-86-eighty-six-vol-4-light-novel,Yen Press,86--EIGHTY-SIX,4,Digital,9781975303174,2020-03-31
86eightysix,https://yenpress.com/titles/9781975314200-86-eighty-six-vol-5-light-novel,Yen Press,86--EIGHTY-SIX,5,Digital,9781975314200,2020-08-18
86eightysix,https://yenpress.com/titles/9781975314521-86-eighty-six-vol-6-light-novel,Yen Press,86--EIGHTY-SIX,6,Digital,9781975314521,2020-11-17
86eightysix,https://yenpress.com/titles/9781975320751-86-eighty-six-vol-7-light-novel,Yen Press,86--EIGHTY-SIX,7,Digital,9781975320751,2021-03-30
86eightysix,https://yenpress.com/titles/9781975320775-86-eighty-six-vol-8-light-novel,Yen Press,86--EIGHTY-SIX,8,Digital,9781975320775,2021-08-24
86eightysix,https://yenpress.com/titles/9781975340001-86-eighty-six-vol-9-light-novel,Yen Press,86--EIGHTY-SIX,9,Digital,9781975340001,2022-02-22
86eightysix,https://yenpress.com/titles/9781975343354-86-eighty-six-vol-10-light-novel,Yen Press,86--EIGHTY-SIX,10,Digital,9781975343354,2022-05-17
86eightysix,https://yenpress.com/titles/9781975349974-86-eighty-six-vol-11-light-novel,Yen Press,86--EIGHTY-SIX,11,Digital,9781975349974,2022-11-22
86eightysix,https://yenpress.com/titles/9781975373481-86-eighty-six-vol-12-light-novel,Yen Press,86--EIGHTY-SIX,12,Digital,9781975373481,2023-11-21
86eightysix,https://yenpress.com/titles/9798855408300-86-eighty-six-vol-13-light-novel,Yen Press,86--EIGHTY-SIX,13,Digital,9798855408300,2024-12-10
86eightysix,https://yenpress.com/titles/9781975303129-86-eighty-six-vol-1-light-novel,Yen Press,86--EIGHTY-SIX,1,Paperback,9781975303129,2019-03-26
86eightysix,https://yenpress.com/titles/9781975303143-86-eighty-six-vol-2-light-novel,Yen Press,86--EIGHTY-SIX,2,Paperback,9781975303143,2019-07-23
86eightysix,https://yenpress.com/titles/9781975303112-86-eighty-six-vol-3-light-novel,Yen Press,86--EIGHTY-SIX,3,Paperback,9781975303112,2019-11-19
86eightysix,https://yenpress.com/titles/9781975303167-86-eighty-six-vol-4-light-novel,Yen Press,86--EIGHTY-SIX,4,Paperback,9781975303167,2020-03-31
86eightysix,https://yenpress.com/titles/9781975399252-86-eighty-six-vol-5-light-novel,Yen Press,86--EIGHTY-SIX,5,Paperback,9781975399252,2020-08-18
86eightysix,https://yenpress.com/titles/9781975314514-86-eighty-six-vol-6-light-novel,Yen Press,86--EIGHTY-SIX,6,Paperback,9781975314514,2020-11-17
86eightysix,https://yenpress.com/titles/9781975320744-86-eighty-six-vol-7-light-novel,Yen Press,86--EIGHTY-SIX,7,Paperback,9781975320744,2021-03-30
86eightysix,https://yenpress.com/titles/9781975320768-86-eighty-six-vol-8-light-novel,Yen Press,86--EIGHTY-SIX,8,Paperback,9781975320768,2021-08-24
86eightysix,https://yenpress.com/titles/9781975339999-86-eighty-six-vol-9-light-novel,Yen Press,86--EIGHTY-SIX,9,Paperback,9781975339999,2022-02-22
86eightysix,https://yenpress.com/titles/9781975343347-86-eighty-six-vol-10-light-novel,Yen Press,86--EIGHTY-SIX,10,Paperback,9781975343347,2022-05-17
86eightysix,https://yenpress.com/titles/9781975349967-86-eighty-six-vol-11-light-novel,Yen Press,86--EIGHTY-SIX,11,Paperback,9781975349967,2022-11-22
86eightysix,https://yenpress.com/titles/9781975373474-86-eighty-six-vol-12-light-novel,Yen Press,86--EIGHTY-SIX,12,Paperback,9781975373474,2023-11-21
86eightysix,https://yenpress.com/titles/9798855408294-86-eighty-six-vol-13-light-novel,Yen Press,86--EIGHTY-SIX,13,Paperback,9798855408294,2024-12-10
86eightysixalter,https://yenpress.com/titles/9781975392710-86-eighty-six-alter-1-light-novel,Yen Press,86--EIGHTY-SIX Alter.1: The Reaper's Occasional Adolescence,1,Digital,9781975392710,2024-09-24
86eightysixalter,https://yenpress.com/titles/9781975392703-86-eighty-six-alter-1-light-novel,Yen Press,86--EIGHTY-SIX Alter.1: The Reaper's Occasional Adolescence,1,Paperback,9781975392703,2024-09-24
8thloopforthewinwithsevenlivesworthofxpandthethirdprincesssappraisalskillmybehemothandiareunstoppable,https://j-novel.club/series/8th-loop-for-the-win-with-seven-lives-worth-of-xp-and-the-third-princess-s-appraisal-skill-my-behemoth-and-i-are-unstoppable#volume-1,J-Novel Club,"8th Loop for the Win! With Seven Lives' Worth of XP and the Third Princess's Appraisal Skill, My Behemoth and I Are Unstoppable!",1,Digital,,2023-10-04
8thloopforthewinwithsevenlivesworthofxpandthethirdprincesssappraisalskillmybehemothandiareunstoppable,https://j-novel.club/series/8th-loop-for-the-win-with-seven-lives-worth-of-xp-and-the-third-princess-s-appraisal-skill-my-behemoth-and-i-are-unstoppable#volume-2,J-Novel Club,"8th Loop for the Win! With Seven Lives' Worth of XP and the Third Princess's Appraisal Skill, My Behemoth and I Are Unstoppable!",2,Digital,,2023-12-29
acavekingsroadtoparadiseclimbingtothetopwithmyalmightyminingskills,https://j-novel.club/series/a-cave-king-s-road-to-paradise-climbing-to-the-top-with-my-almighty-mining-skills#volume-1,J-Novel Club,A Cave King's Road to Paradise: Climbing to the Top with My Almighty Mining Skills!,1,Digital,,2023-04-24
acavekingsroadtoparadiseclimbingtothetopwithmyalmightyminingskills,https://j-novel.club/series/a-cave-king-s-road-to-paradise-climbing-to-the-top-with-my-almighty-mining-skills#volume-2,J-Novel Club,A Cave King's Road to Paradise: Climbing to the Top with My Almighty Mining Skills!,2,Digital,,2023-07-17
accelworld,https://yenpress.com/titles/9781975300838-accel-world-vol-1-light-novel,Yen Press,Accel World,1,Digital,9781975300838,2017-10-31
accelworld,https://yenpress.com/titles/9781975300845-accel-world-vol-2-light-novel,Yen Press,Accel World,2,Digital,9781975300845,2017-10-31
accelworld,https://yenpress.com/titles/9781975300852-accel-world-vol-3-light-novel,Yen Press,Accel World,3,Digital,9781975300852,2017-10-31
accelworld,https://yenpress.com/titles/9781975300869-accel-world-vol-4-light-novel,Yen Press,Accel World,4,Digital,9781975300869,2017-10-31
accelworld,https://yenpress.com/titles/9781975300876-accel-world-vol-5-light-novel,Yen Press,Accel World,5,Digital,9781975300876,2017-11-28
accelworld,https://yenpress.com/titles/9781975300883-accel-world-vol-6-light-novel,Yen Press,Accel World,6,Digital,9781975300883,2017-11-28
accelworld,https://yenpress.com/titles/9781975300890-accel-world-vol-7-light-novel,Yen Press,Accel World,7,Digital,9781975300890,2017-11-28
accelworld,https://yenpress.com/titles/9781975301057-accel-world-vol-8-light-novel,Yen Press,Accel World,8,Digital,9781975301057,2017-11-28
accelworld,https://yenpress.com/titles/9781975300906-accel-world-vol-9-light-novel,Yen Press,Accel World,9,Digital,9781975300906,2017-12-19
accelworld,https://yenpress.com/titles/9781975300913-accel-world-vol-10-light-novel,Yen Press,Accel World,10,Digital,9781975300913,2017-12-19
accelworld,https://yenpress.com/titles/9781975300920-accel-world-vol-11-light-novel,Yen Press,Accel World,11,Digital,9781975300920,2017-12-19
accelworld,https://yenpress.com/titles/9781975300937-accel-world-vol-12-light-novel,Yen Press,Accel World,12,Digital,9781975300937,2017-12-19
accelworld,https://yenpress.com/titles/9781975327224-accel-world-vol-13-light-novel,Yen Press,Accel World,13,Digital,9781975327224,2018-04-10
accelworld,https://yenpress.com/titles/9781975327248-accel-world-vol-14-light-novel,Yen Press,Accel World,14,Digital,9781975327248,2018-06-26
accelworld,https://yenpress.com/titles/9781975327262-accel-world-vol-15-light-novel,Yen Press,Accel World,15,Digital,9781975327262,2018-09-18
accelworld,https://yenpress.com/titles/9781975327286-accel-world-vol-16-light-novel,Yen Press,Accel World,16,Digital,9781975327286,2018-12-18
accelworld,https://yenpress.com/titles/9781975327309-accel-world-vol-17-light-novel,Yen Press,Accel World,17,Digital,9781975327309,2019-03-26
accelworld,https://yenpress.com/titles/9781975327323-accel-world-vol-18-light-novel,Yen Press,Accel World,18,Digital,9781975327323,2019-06-18
accelworld,https://yenpress.com/titles/9781975332709-accel-world-vol-19-light-novel,Yen Press,Accel World,19,Digital,9781975332709,2019-09-24
accelworld,https://yenpress.com/titles/9781975332723-accel-world-vol-20-light-novel,Yen Press,Accel World,20,Digital,9781975332723,2019-12-17
accelworld,https://yenpress.com/titles/9781975332747-accel-world-vol-21-light-novel,Yen Press,Accel World,21,Digital,9781975332747,2020-04-21
accelworld,https://yenpress.com/titles/9781975332785-accel-world-vol-22-light-novel,Yen Press,Accel World,22,Digital,9781975332785,2020-09-22
accelworld,https://yenpress.com/titles/9781975332761-accel-world-vol-23-light-novel,Yen Press,Accel World,23,Digital,9781975332761,2020-12-15
accelworld,https://yenpress.com/titles/9781975321345-accel-world-vol-24-light-novel,Yen Press,Accel World,24,Digital,9781975321345,2021-04-27
accelworld,https://yenpress.com/titles/9781975335410-accel-world-vol-25-light-novel,Yen Press,Accel World,25,Digital,9781975335410,2021-11-09
accelworld,https://yenpress.com/titles/9781975367855-accel-world-vol-26-light-novel,Yen Press,Accel World,26,Digital,9781975367855,2023-08-22
accelworld,https://yenpress.com/titles/9798855411874-accel-world-vol-27-light-novel,Yen Press,Accel World,27,Digital,9798855411874,2025-04-15
accelworld,https://yenpress.com/titles/9780316376730-accel-world-vol-1-light-novel,Yen Press,Accel World,1,Paperback,9780316376730,2014-07-22
accelworld,https://yenpress.com/titles/9780316296366-accel-world-vol-2-light-novel,Yen Press,Accel World,2,Paperback,9780316296366,2014-11-18
accelworld,https://yenpress.com/titles/9780316296373-accel-world-vol-3-light-novel,Yen Press,Accel World,3,Paperback,9780316296373,2015-03-24
accelworld,https://yenpress.com/titles/9780316296380-accel-world-vol-4-light-novel,Yen Press,Accel World,4,Paperback,9780316296380,2015-07-21
accelworld,https://yenpress.com/titles/9780316296397-accel-world-vol-5-light-novel,Yen Press,Accel World,5,Paperback,9780316296397,2015-11-17
accelworld,https://yenpress.com/titles/9780316296403-accel-world-vol-6-light-novel,Yen Press,Accel World,6,Paperback,9780316296403,2016-03-22
accelworld,https://yenpress.com/titles/9780316358194-accel-world-vol-7-light-novel,Yen Press,Accel World,7,Paperback,9780316358194,2016-09-27
accelworld,https://yenpress.com/titles/9780316317610-accel-world-vol-8-light-novel,Yen Press,Accel World,8,Paperback,9780316317610,2016-12-20
accelworld,https://yenpress.com/titles/9780316502702-accel-world-vol-9-light-novel,Yen Press,Accel World,9,Paperback,9780316502702,2017-03-21
accelworld,https://yenpress.com/titles/9780316466059-accel-world-vol-10-light-novel,Yen Press,Accel World,10,Paperback,9780316466059,2017-06-20
accelworld,https://yenpress.com/titles/9780316466066-accel-world-vol-11-light-novel,Yen Press,Accel World,11,Paperback,9780316466066,2017-09-19
accelworld,https://yenpress.com/titles/9780316466073-accel-world-vol-12-light-novel,Yen Press,Accel World,12,Paperback,9780316466073,2017-12-19
accelworld,https://yenpress.com/titles/9781975300067-accel-world-vol-13-light-novel,Yen Press,Accel World,13,Paperback,9781975300067,2018-04-10
accelworld,https://yenpress.com/titles/9781975327231-accel-world-vol-14-light-novel,Yen Press,Accel World,14,Paperback,9781975327231,2018-06-26
accelworld,https://yenpress.com/titles/9781975327255-accel-world-vol-15-light-novel,Yen Press,Accel World,15,Paperback,9781975327255,2018-09-18
accelworld,https://yenpress.com/titles/9781975327279-accel-world-vol-16-light-novel,Yen Press,Accel World,16,Paperback,9781975327279,2018-12-18
accelworld,https://yenpress.com/titles/9781975327293-accel-world-vol-17-light-novel,Yen Press,Accel World,17,Paperback,9781975327293,2019-03-26
accelworld,https://yenpress.com/titles/9781975327316-accel-world-vol-18-light-novel,Yen Press,Accel World,18,Paperback,9781975327316,2019-06-18
accelworld,https://yenpress.com/titles/9781975332181-accel-world-vol-19-light-novel,Yen Press,Accel World,19,Paperback,9781975332181,2019-09-24
accelworld,https://yenpress.com/titles/9781975332716-accel-world-vol-20-light-novel,Yen Press,Accel World,20,Paperback,9781975332716,2019-12-17
accelworld,https://yenpress.com/titles/9781975332730-accel-world-vol-21-light-novel,Yen Press,Accel World,21,Paperback,9781975332730,2020-04-21
accelworld,https://yenpress.com/titles/9781975332778-accel-world-vol-22-light-novel,Yen Press,Accel World,22,Paperback,9781975332778,2020-09-22
accelworld,https://yenpress.com/titles/9781975332754-accel-world-vol-23-light-novel,Yen Press,Accel World,23,Paperback,9781975332754,2020-12-15
accelworld,https://yenpress.com/titles/9781975321338-accel-world-vol-24-light-novel,Yen Press,Accel World,24,Paperback,9781975321338,2021-04-27
accelworld,https://yenpress.com/titles/9781975335083-accel-world-vol-25-light-novel,Yen Press,Accel World,25,Paperback,9781975335083,2021-11-09
accelworld,https://yenpress.com/titles/9781975367848-accel-world-vol-26-light-novel,Yen Press,Accel World,26,Paperback,9781975367848,2023-08-22
accelworld,https://yenpress.com/titles/9798855411867-accel-world-vol-27-light-novel,Yen Press,Accel World,27,Paperback,9798855411867,2025-04-15
accidentallyinlovethewitchtheknightandthelovepotionslipup,https://j-novel.club/series/accidentally-in-love-the-witch-the-knight-and-the-love-potion-slipup#volume-1,J-Novel Club,"Accidentally in Love: The Witch, the Knight, and the Love Potion Slipup",1,Digital,,2023-05-18
accidentallyinlovethewitchtheknightandthelovepotionslipup,https://j-novel.club/series/accidentally-in-love-the-witch-the-knight-and-the-love-potion-slipup#volume-2,J-Novel Club,"Accidentally in Love: The Witch, the Knight, and the Love Potion Slipup",2,Digital,,2023-09-28
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/audio_books/accomplishments-of-the-dukes-daughter-audiobook-vol-1/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,1,Audiobook,,2024-10-10
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/audio_books/accomplishments-of-the-dukes-daughter-audiobook-vol-2/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,2,Audiobook,,2024-11-07
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/audio_books/accomplishments-of-the-dukes-daughter-audiobook-vol-3/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,3,Audiobook,,2024-12-05
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-1/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,1,Digital,,2021-05-27
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-2/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,2,Digital,,2021-07-29
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-3/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,3,Digital,,2021-10-07
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-4/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,4,Digital,,2022-01-20
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-5/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,5,Digital,,2022-05-05
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-6/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,6,Digital,,2022-06-23
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-7/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,7,Digital,,2022-11-17
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-8/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,8,Digital,,2023-02-23
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-1/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,1,Physical,978-1-64827-421-3,2021-07-06
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-2/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,2,Physical,978-1-64827-439-8,2021-09-07
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-3/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,3,Physical,978-1-64827-456-5,2021-11-16
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-4/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,4,Physical,978-1-64827-833-4,2022-03-08
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-5/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,5,Physical,978-1-63858-287-8,2022-06-14
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-6/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,6,Physical,978-1-63858-593-0,2022-09-13
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-7/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,7,Physical,978-1-63858-697-5,2022-12-27
accomplishmentsofthedukesdaughter,https://sevenseasentertainment.com/books/accomplishments-of-the-dukes-daughter-light-novel-vol-8/,Seven Seas Entertainment,Accomplishments of the Duke's Daughter,8,Physical,978-1-63858-859-7,2023-04-18
acertainmagicalindex,https://yenpress.com/titles/9780316316576-a-certain-magical-index-vol-1-light-novel,Yen Press,A Certain Magical Index,1,Digital,9780316316576,2016-02-23
acertainmagicalindex,https://yenpress.com/titles/9780316316583-a-certain-magical-index-vol-2-light-novel,Yen Press,A Certain Magical Index,2,Digital,9780316316583,2016-02-23
acertainmagicalindex,https://yenpress.com/titles/9780316316606-a-certain-magical-index-vol-3-light-novel,Yen Press,A Certain Magical Index,3,Digital,9780316316606,2016-02-23
acertainmagicalindex,https://yenpress.com/titles/9780316316613-a-certain-magical-index-vol-4-light-novel,Yen Press,A Certain Magical Index,4,Digital,9780316316613,2016-02-23
acertainmagicalindex,https://yenpress.com/titles/9780316316637-a-certain-magical-index-vol-5-light-novel,Yen Press,A Certain Magical Index,5,Digital,9780316316637,2016-02-23
acertainmagicalindex,https://yenpress.com/titles/9780316316644-a-certain-magical-index-vol-6-light-novel,Yen Press,A Certain Magical Index,6,Digital,9780316316644,2016-02-23
acertainmagicalindex,https://yenpress.com/titles/9780316359849-a-certain-magical-index-vol-7-light-novel,Yen Press,A Certain Magical Index,7,Digital,9780316359849,2016-06-28
acertainmagicalindex,https://yenpress.com/titles/9780316359955-a-certain-magical-index-vol-8-light-novel,Yen Press,A Certain Magical Index,8,Digital,9780316359955,2016-08-23
acertainmagicalindex,https://yenpress.com/titles/9780316359979-a-certain-magical-index-vol-9-light-novel,Yen Press,A Certain Magical Index,9,Digital,9780316359979,2016-11-15
acertainmagicalindex,https://yenpress.com/titles/9780316359993-a-certain-magical-index-vol-10-light-novel,Yen Press,A Certain Magical Index,10,Digital,9780316359993,2017-02-21
acertainmagicalindex,https://yenpress.com/titles/9780316360012-a-certain-magical-index-vol-11-light-novel,Yen Press,A Certain Magical Index,11,Digital,9780316360012,2017-05-23
acertainmagicalindex,https://yenpress.com/titles/9780316360036-a-certain-magical-index-vol-12-light-novel,Yen Press,A Certain Magical Index,12,Digital,9780316360036,2017-08-22
acertainmagicalindex,https://yenpress.com/titles/9780316442688-a-certain-magical-index-vol-13-light-novel,Yen Press,A Certain Magical Index,13,Digital,9780316442688,2017-11-14
acertainmagicalindex,https://yenpress.com/titles/9780316442718-a-certain-magical-index-vol-14-light-novel,Yen Press,A Certain Magical Index,14,Digital,9780316442718,2018-02-27
acertainmagicalindex,https://yenpress.com/titles/9780316442732-a-certain-magical-index-vol-15-light-novel,Yen Press,A Certain Magical Index,15,Digital,9780316442732,2018-05-22
acertainmagicalindex,https://yenpress.com/titles/9780316442756-a-certain-magical-index-vol-16-light-novel,Yen Press,A Certain Magical Index,16,Digital,9780316442756,2018-08-21
acertainmagicalindex,https://yenpress.com/titles/9780316474559-a-certain-magical-index-vol-17-light-novel,Yen Press,A Certain Magical Index,17,Digital,9780316474559,2018-11-13
acertainmagicalindex,https://yenpress.com/titles/9780316474573-a-certain-magical-index-vol-18-light-novel,Yen Press,A Certain Magical Index,18,Digital,9780316474573,2019-02-19
acertainmagicalindex,https://yenpress.com/titles/9781975357573-a-certain-magical-index-vol-19-light-novel,Yen Press,A Certain Magical Index,19,Digital,9781975357573,2019-06-18
acertainmagicalindex,https://yenpress.com/titles/9781975331252-a-certain-magical-index-vol-20-light-novel,Yen Press,A Certain Magical Index,20,Digital,9781975331252,2019-10-01
acertainmagicalindex,https://yenpress.com/titles/9781975331276-a-certain-magical-index-vol-21-light-novel,Yen Press,A Certain Magical Index,21,Digital,9781975331276,2019-12-17
